Tên cảm biến,Giá trị,Thời gian
HeatstrokeRiskLevel,28.13,2025-04-25 04:31:38
temperature,25.73,2025-04-25 04:31:39
Humidity,53.85,2025-04-25 04:31:39
Illuminance,267,2025-04-25 04:31:39
AtmosphericPressure,1009.691,2025-04-25 04:31:39
Noise,64.14,2025-04-25 04:31:39
eTVOC,164,2025-04-25 04:31:39
eCO2,1478,2025-04-25 04:31:39
DiscomfortIndex,83.22,2025-04-25 04:31:39
HeatstrokeRiskLevel,28.13,2025-04-25 04:31:39
temperature,25.76,2025-04-25 04:31:40
Humidity,53.66,2025-04-25 04:31:40
Illuminance,267,2025-04-25 04:31:40
AtmosphericPressure,1009.691,2025-04-25 04:31:40
Noise,61.04,2025-04-25 04:31:40
eTVOC,164,2025-04-25 04:31:40
eCO2,1478,2025-04-25 04:31:40
DiscomfortIndex,83.15,2025-04-25 04:31:40
HeatstrokeRiskLevel,28.12,2025-04-25 04:31:40
temperature,25.76,2025-04-25 04:31:41
Humidity,53.66,2025-04-25 04:31:41
Illuminance,267,2025-04-25 04:31:41
AtmosphericPressure,1009.691,2025-04-25 04:31:41
Noise,61.04,2025-04-25 04:31:41
eTVOC,164,2025-04-25 04:31:41
eCO2,1478,2025-04-25 04:31:41
DiscomfortIndex,83.15,2025-04-25 04:31:41
HeatstrokeRiskLevel,28.12,2025-04-25 04:31:41
temperature,25.76,2025-04-25 04:31:42
Humidity,53.66,2025-04-25 04:31:42
Illuminance,267,2025-04-25 04:31:42
AtmosphericPressure,1009.691,2025-04-25 04:31:42
Noise,61.04,2025-04-25 04:31:42
eTVOC,164,2025-04-25 04:31:42
eCO2,1478,2025-04-25 04:31:42
DiscomfortIndex,83.15,2025-04-25 04:31:42
HeatstrokeRiskLevel,28.12,2025-04-25 04:31:42
temperature,25.75,2025-04-25 04:31:43
Humidity,53.53,2025-04-25 04:31:43
Illuminance,267,2025-04-25 04:31:43
AtmosphericPressure,1009.681,2025-04-25 04:31:43
Noise,55.94,2025-04-25 04:31:43
eTVOC,146,2025-04-25 04:31:43
eCO2,1364,2025-04-25 04:31:43
DiscomfortIndex,83.17,2025-04-25 04:31:43
HeatstrokeRiskLevel,28.12,2025-04-25 04:31:43
temperature,25.75,2025-04-25 04:31:44
Humidity,53.53,2025-04-25 04:31:44
Illuminance,267,2025-04-25 04:31:44
AtmosphericPressure,1009.681,2025-04-25 04:31:44
Noise,55.94,2025-04-25 04:31:44
eTVOC,146,2025-04-25 04:31:44
eCO2,1364,2025-04-25 04:31:44
DiscomfortIndex,83.17,2025-04-25 04:31:44
HeatstrokeRiskLevel,28.12,2025-04-25 04:31:44
temperature,25.75,2025-04-25 04:31:45
Humidity,53.53,2025-04-25 04:31:45
Illuminance,267,2025-04-25 04:31:45
AtmosphericPressure,1009.681,2025-04-25 04:31:45
Noise,55.94,2025-04-25 04:31:45
eTVOC,146,2025-04-25 04:31:45
eCO2,1364,2025-04-25 04:31:45
DiscomfortIndex,83.17,2025-04-25 04:31:45
HeatstrokeRiskLevel,28.12,2025-04-25 04:31:45
temperature,25.7,2025-04-25 04:31:46
Humidity,53.56,2025-04-25 04:31:46
Illuminance,267,2025-04-25 04:31:46
AtmosphericPressure,1009.681,2025-04-25 04:31:46
Noise,63.73,2025-04-25 04:31:46
eTVOC,166,2025-04-25 04:31:46
eCO2,1495,2025-04-25 04:31:46
DiscomfortIndex,83.15,2025-04-25 04:31:46
HeatstrokeRiskLevel,28.12,2025-04-25 04:31:46
temperature,25.7,2025-04-25 04:31:47
Humidity,53.56,2025-04-25 04:31:47
Illuminance,267,2025-04-25 04:31:47
AtmosphericPressure,1009.681,2025-04-25 04:31:47
Noise,63.73,2025-04-25 04:31:47
eTVOC,166,2025-04-25 04:31:47
eCO2,1495,2025-04-25 04:31:47
DiscomfortIndex,83.15,2025-04-25 04:31:47
HeatstrokeRiskLevel,28.12,2025-04-25 04:31:47
temperature,25.7,2025-04-25 04:31:48
Humidity,53.56,2025-04-25 04:31:48
Illuminance,267,2025-04-25 04:31:48
AtmosphericPressure,1009.681,2025-04-25 04:31:48
Noise,63.73,2025-04-25 04:31:48
eTVOC,166,2025-04-25 04:31:48
eCO2,1495,2025-04-25 04:31:48
DiscomfortIndex,83.15,2025-04-25 04:31:48
HeatstrokeRiskLevel,28.12,2025-04-25 04:31:48
temperature,25.75,2025-04-25 04:31:49
Humidity,53.36,2025-04-25 04:31:49
Illuminance,267,2025-04-25 04:31:49
AtmosphericPressure,1009.675,2025-04-25 04:31:49
Noise,69.17,2025-04-25 04:31:49
eTVOC,166,2025-04-25 04:31:49
eCO2,1495,2025-04-25 04:31:49
DiscomfortIndex,83.14,2025-04-25 04:31:49
HeatstrokeRiskLevel,28.12,2025-04-25 04:31:49
temperature,25.75,2025-04-25 04:31:50
Humidity,53.36,2025-04-25 04:31:50
Illuminance,267,2025-04-25 04:31:50
AtmosphericPressure,1009.675,2025-04-25 04:31:50
Noise,69.17,2025-04-25 04:31:50
eTVOC,166,2025-04-25 04:31:50
eCO2,1495,2025-04-25 04:31:50
DiscomfortIndex,83.14,2025-04-25 04:31:50
HeatstrokeRiskLevel,28.12,2025-04-25 04:31:50
temperature,25.75,2025-04-25 04:31:51
Humidity,53.36,2025-04-25 04:31:51
Illuminance,267,2025-04-25 04:31:51
AtmosphericPressure,1009.675,2025-04-25 04:31:51
Noise,69.17,2025-04-25 04:31:51
eTVOC,166,2025-04-25 04:31:51
eCO2,1495,2025-04-25 04:31:51
DiscomfortIndex,83.14,2025-04-25 04:31:51
HeatstrokeRiskLevel,28.12,2025-04-25 04:31:51
temperature,25.77,2025-04-25 04:31:52
Humidity,53.25,2025-04-25 04:31:52
Illuminance,267,2025-04-25 04:31:52
AtmosphericPressure,1009.684,2025-04-25 04:31:52
Noise,68.2,2025-04-25 04:31:52
eTVOC,146,2025-04-25 04:31:52
eCO2,1364,2025-04-25 04:31:52
DiscomfortIndex,83.14,2025-04-25 04:31:52
HeatstrokeRiskLevel,28.15,2025-04-25 04:31:52
temperature,25.77,2025-04-25 04:31:53
Humidity,53.25,2025-04-25 04:31:53
Illuminance,267,2025-04-25 04:31:53
AtmosphericPressure,1009.684,2025-04-25 04:31:53
Noise,68.2,2025-04-25 04:31:53
eTVOC,146,2025-04-25 04:31:53
eCO2,1364,2025-04-25 04:31:53
DiscomfortIndex,83.14,2025-04-25 04:31:53
HeatstrokeRiskLevel,28.15,2025-04-25 04:31:53
temperature,25.77,2025-04-25 04:31:54
Humidity,53.25,2025-04-25 04:31:54
Illuminance,267,2025-04-25 04:31:54
AtmosphericPressure,1009.684,2025-04-25 04:31:54
Noise,68.2,2025-04-25 04:31:54
eTVOC,146,2025-04-25 04:31:54
eCO2,1364,2025-04-25 04:31:54
DiscomfortIndex,83.14,2025-04-25 04:31:54
HeatstrokeRiskLevel,28.15,2025-04-25 04:31:54
temperature,25.75,2025-04-25 04:31:55
Humidity,53.27,2025-04-25 04:31:55
Illuminance,267,2025-04-25 04:31:55
AtmosphericPressure,1009.682,2025-04-25 04:31:55
Noise,55.43,2025-04-25 04:31:55
eTVOC,150,2025-04-25 04:31:55
eCO2,1389,2025-04-25 04:31:55
DiscomfortIndex,83.13,2025-04-25 04:31:55
HeatstrokeRiskLevel,28.14,2025-04-25 04:31:55
temperature,25.75,2025-04-25 04:31:56
Humidity,53.27,2025-04-25 04:31:56
Illuminance,267,2025-04-25 04:31:56
AtmosphericPressure,1009.682,2025-04-25 04:31:56
Noise,55.43,2025-04-25 04:31:56
eTVOC,150,2025-04-25 04:31:56
eCO2,1389,2025-04-25 04:31:56
DiscomfortIndex,83.13,2025-04-25 04:31:56
HeatstrokeRiskLevel,28.14,2025-04-25 04:31:56
temperature,25.75,2025-04-25 04:31:57
Humidity,53.27,2025-04-25 04:31:57
Illuminance,267,2025-04-25 04:31:57
AtmosphericPressure,1009.682,2025-04-25 04:31:57
Noise,55.43,2025-04-25 04:31:57
eTVOC,150,2025-04-25 04:31:57
eCO2,1389,2025-04-25 04:31:57
DiscomfortIndex,83.13,2025-04-25 04:31:57
HeatstrokeRiskLevel,28.14,2025-04-25 04:31:57
temperature,25.77,2025-04-25 04:31:58
Humidity,53.23,2025-04-25 04:31:58
Illuminance,267,2025-04-25 04:31:58
AtmosphericPressure,1009.681,2025-04-25 04:31:58
Noise,57.92,2025-04-25 04:31:58
eTVOC,165,2025-04-25 04:31:58
eCO2,1487,2025-04-25 04:31:58
DiscomfortIndex,83.14,2025-04-25 04:31:58
HeatstrokeRiskLevel,28.12,2025-04-25 04:31:58
temperature,25.77,2025-04-25 04:31:59
Humidity,53.23,2025-04-25 04:31:59
Illuminance,267,2025-04-25 04:31:59
AtmosphericPressure,1009.681,2025-04-25 04:31:59
Noise,57.92,2025-04-25 04:31:59
eTVOC,165,2025-04-25 04:31:59
eCO2,1487,2025-04-25 04:31:59
DiscomfortIndex,83.14,2025-04-25 04:31:59
HeatstrokeRiskLevel,28.12,2025-04-25 04:31:59
temperature,25.77,2025-04-25 04:32:00
Humidity,53.23,2025-04-25 04:32:00
Illuminance,267,2025-04-25 04:32:00
AtmosphericPressure,1009.681,2025-04-25 04:32:00
Noise,57.92,2025-04-25 04:32:00
eTVOC,165,2025-04-25 04:32:00
eCO2,1487,2025-04-25 04:32:00
DiscomfortIndex,83.14,2025-04-25 04:32:00
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:00
temperature,25.75,2025-04-25 04:32:01
Humidity,53.3,2025-04-25 04:32:01
Illuminance,267,2025-04-25 04:32:01
AtmosphericPressure,1009.684,2025-04-25 04:32:01
Noise,59.31,2025-04-25 04:32:01
eTVOC,149,2025-04-25 04:32:01
eCO2,1380,2025-04-25 04:32:01
DiscomfortIndex,83.13,2025-04-25 04:32:01
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:01
temperature,25.75,2025-04-25 04:32:02
Humidity,53.3,2025-04-25 04:32:02
Illuminance,267,2025-04-25 04:32:02
AtmosphericPressure,1009.684,2025-04-25 04:32:02
Noise,59.31,2025-04-25 04:32:02
eTVOC,149,2025-04-25 04:32:02
eCO2,1380,2025-04-25 04:32:02
DiscomfortIndex,83.13,2025-04-25 04:32:02
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:02
temperature,25.75,2025-04-25 04:32:03
Humidity,53.3,2025-04-25 04:32:03
Illuminance,267,2025-04-25 04:32:03
AtmosphericPressure,1009.684,2025-04-25 04:32:03
Noise,59.31,2025-04-25 04:32:03
eTVOC,149,2025-04-25 04:32:03
eCO2,1380,2025-04-25 04:32:03
DiscomfortIndex,83.13,2025-04-25 04:32:03
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:03
temperature,25.75,2025-04-25 04:32:04
Humidity,53.29,2025-04-25 04:32:04
Illuminance,267,2025-04-25 04:32:04
AtmosphericPressure,1009.678,2025-04-25 04:32:04
Noise,55.71,2025-04-25 04:32:04
eTVOC,149,2025-04-25 04:32:04
eCO2,1380,2025-04-25 04:32:04
DiscomfortIndex,83.13,2025-04-25 04:32:04
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:04
temperature,25.75,2025-04-25 04:32:05
Humidity,53.29,2025-04-25 04:32:05
Illuminance,267,2025-04-25 04:32:05
AtmosphericPressure,1009.678,2025-04-25 04:32:05
Noise,55.71,2025-04-25 04:32:05
eTVOC,149,2025-04-25 04:32:05
eCO2,1380,2025-04-25 04:32:05
DiscomfortIndex,83.13,2025-04-25 04:32:05
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:05
temperature,25.75,2025-04-25 04:32:06
Humidity,53.29,2025-04-25 04:32:06
Illuminance,267,2025-04-25 04:32:06
AtmosphericPressure,1009.678,2025-04-25 04:32:06
Noise,55.71,2025-04-25 04:32:06
eTVOC,149,2025-04-25 04:32:06
eCO2,1380,2025-04-25 04:32:06
DiscomfortIndex,83.13,2025-04-25 04:32:06
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:06
temperature,25.73,2025-04-25 04:32:07
Humidity,53.3,2025-04-25 04:32:07
Illuminance,267,2025-04-25 04:32:07
AtmosphericPressure,1009.682,2025-04-25 04:32:07
Noise,59.59,2025-04-25 04:32:07
eTVOC,165,2025-04-25 04:32:07
eCO2,1487,2025-04-25 04:32:07
DiscomfortIndex,83.13,2025-04-25 04:32:07
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:07
temperature,25.73,2025-04-25 04:32:08
Humidity,53.3,2025-04-25 04:32:08
Illuminance,267,2025-04-25 04:32:08
AtmosphericPressure,1009.682,2025-04-25 04:32:08
Noise,59.59,2025-04-25 04:32:08
eTVOC,165,2025-04-25 04:32:08
eCO2,1487,2025-04-25 04:32:08
DiscomfortIndex,83.13,2025-04-25 04:32:08
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:08
temperature,25.73,2025-04-25 04:32:09
Humidity,53.3,2025-04-25 04:32:09
Illuminance,267,2025-04-25 04:32:09
AtmosphericPressure,1009.682,2025-04-25 04:32:09
Noise,59.59,2025-04-25 04:32:09
eTVOC,165,2025-04-25 04:32:09
eCO2,1487,2025-04-25 04:32:09
DiscomfortIndex,83.13,2025-04-25 04:32:09
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:09
temperature,25.74,2025-04-25 04:32:10
Humidity,53.27,2025-04-25 04:32:10
Illuminance,270,2025-04-25 04:32:10
AtmosphericPressure,1009.682,2025-04-25 04:32:10
Noise,67.45,2025-04-25 04:32:10
eTVOC,165,2025-04-25 04:32:10
eCO2,1487,2025-04-25 04:32:10
DiscomfortIndex,83.13,2025-04-25 04:32:10
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:10
temperature,25.74,2025-04-25 04:32:11
Humidity,53.27,2025-04-25 04:32:11
Illuminance,270,2025-04-25 04:32:11
AtmosphericPressure,1009.682,2025-04-25 04:32:11
Noise,67.45,2025-04-25 04:32:11
eTVOC,165,2025-04-25 04:32:11
eCO2,1487,2025-04-25 04:32:11
DiscomfortIndex,83.13,2025-04-25 04:32:11
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:11
temperature,25.74,2025-04-25 04:32:12
Humidity,53.27,2025-04-25 04:32:12
Illuminance,270,2025-04-25 04:32:12
AtmosphericPressure,1009.682,2025-04-25 04:32:12
Noise,67.45,2025-04-25 04:32:12
eTVOC,165,2025-04-25 04:32:12
eCO2,1487,2025-04-25 04:32:12
DiscomfortIndex,83.13,2025-04-25 04:32:12
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:12
temperature,25.73,2025-04-25 04:32:13
Humidity,53.3,2025-04-25 04:32:13
Illuminance,267,2025-04-25 04:32:13
AtmosphericPressure,1009.683,2025-04-25 04:32:13
Noise,73.33,2025-04-25 04:32:13
eTVOC,163,2025-04-25 04:32:13
eCO2,1474,2025-04-25 04:32:13
DiscomfortIndex,83.12,2025-04-25 04:32:13
HeatstrokeRiskLevel,28.14,2025-04-25 04:32:13
temperature,25.73,2025-04-25 04:32:14
Humidity,53.3,2025-04-25 04:32:14
Illuminance,267,2025-04-25 04:32:14
AtmosphericPressure,1009.683,2025-04-25 04:32:14
Noise,73.33,2025-04-25 04:32:14
eTVOC,163,2025-04-25 04:32:14
eCO2,1474,2025-04-25 04:32:14
DiscomfortIndex,83.12,2025-04-25 04:32:14
HeatstrokeRiskLevel,28.14,2025-04-25 04:32:14
temperature,25.73,2025-04-25 04:32:15
Humidity,53.3,2025-04-25 04:32:15
Illuminance,267,2025-04-25 04:32:15
AtmosphericPressure,1009.683,2025-04-25 04:32:15
Noise,73.33,2025-04-25 04:32:15
eTVOC,163,2025-04-25 04:32:15
eCO2,1474,2025-04-25 04:32:15
DiscomfortIndex,83.12,2025-04-25 04:32:15
HeatstrokeRiskLevel,28.14,2025-04-25 04:32:15
temperature,25.76,2025-04-25 04:32:16
Humidity,53.24,2025-04-25 04:32:16
Illuminance,267,2025-04-25 04:32:16
AtmosphericPressure,1009.68,2025-04-25 04:32:16
Noise,63.32,2025-04-25 04:32:16
eTVOC,169,2025-04-25 04:32:16
eCO2,1496,2025-04-25 04:32:16
DiscomfortIndex,83.14,2025-04-25 04:32:16
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:16
temperature,25.76,2025-04-25 04:32:17
Humidity,53.24,2025-04-25 04:32:17
Illuminance,267,2025-04-25 04:32:17
AtmosphericPressure,1009.68,2025-04-25 04:32:17
Noise,63.32,2025-04-25 04:32:17
eTVOC,169,2025-04-25 04:32:17
eCO2,1496,2025-04-25 04:32:17
DiscomfortIndex,83.14,2025-04-25 04:32:17
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:17
temperature,25.76,2025-04-25 04:32:18
Humidity,53.24,2025-04-25 04:32:18
Illuminance,267,2025-04-25 04:32:18
AtmosphericPressure,1009.68,2025-04-25 04:32:18
Noise,63.32,2025-04-25 04:32:18
eTVOC,169,2025-04-25 04:32:18
eCO2,1496,2025-04-25 04:32:18
DiscomfortIndex,83.14,2025-04-25 04:32:18
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:18
temperature,25.74,2025-04-25 04:32:19
Humidity,53.26,2025-04-25 04:32:19
Illuminance,267,2025-04-25 04:32:19
AtmosphericPressure,1009.677,2025-04-25 04:32:19
Noise,66.82,2025-04-25 04:32:19
eTVOC,147,2025-04-25 04:32:19
eCO2,1367,2025-04-25 04:32:19
DiscomfortIndex,83.1,2025-04-25 04:32:19
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:19
temperature,25.74,2025-04-25 04:32:20
Humidity,53.26,2025-04-25 04:32:20
Illuminance,267,2025-04-25 04:32:20
AtmosphericPressure,1009.677,2025-04-25 04:32:20
Noise,66.82,2025-04-25 04:32:20
eTVOC,147,2025-04-25 04:32:20
eCO2,1367,2025-04-25 04:32:20
DiscomfortIndex,83.1,2025-04-25 04:32:20
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:20
temperature,25.74,2025-04-25 04:32:21
Humidity,53.26,2025-04-25 04:32:21
Illuminance,267,2025-04-25 04:32:21
AtmosphericPressure,1009.677,2025-04-25 04:32:21
Noise,66.82,2025-04-25 04:32:21
eTVOC,147,2025-04-25 04:32:21
eCO2,1367,2025-04-25 04:32:21
DiscomfortIndex,83.1,2025-04-25 04:32:21
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:21
temperature,25.74,2025-04-25 04:32:22
Humidity,53.23,2025-04-25 04:32:22
Illuminance,270,2025-04-25 04:32:22
AtmosphericPressure,1009.67,2025-04-25 04:32:22
Noise,66.38,2025-04-25 04:32:22
eTVOC,149,2025-04-25 04:32:22
eCO2,1380,2025-04-25 04:32:22
DiscomfortIndex,83.12,2025-04-25 04:32:22
HeatstrokeRiskLevel,28.14,2025-04-25 04:32:22
temperature,25.74,2025-04-25 04:32:23
Humidity,53.23,2025-04-25 04:32:23
Illuminance,270,2025-04-25 04:32:23
AtmosphericPressure,1009.67,2025-04-25 04:32:23
Noise,66.38,2025-04-25 04:32:23
eTVOC,149,2025-04-25 04:32:23
eCO2,1380,2025-04-25 04:32:23
DiscomfortIndex,83.12,2025-04-25 04:32:23
HeatstrokeRiskLevel,28.14,2025-04-25 04:32:23
temperature,25.74,2025-04-25 04:32:24
Humidity,53.23,2025-04-25 04:32:24
Illuminance,270,2025-04-25 04:32:24
AtmosphericPressure,1009.67,2025-04-25 04:32:24
Noise,66.38,2025-04-25 04:32:24
eTVOC,149,2025-04-25 04:32:24
eCO2,1380,2025-04-25 04:32:24
DiscomfortIndex,83.12,2025-04-25 04:32:24
HeatstrokeRiskLevel,28.14,2025-04-25 04:32:24
temperature,25.69,2025-04-25 04:32:25
Humidity,53.39,2025-04-25 04:32:25
Illuminance,267,2025-04-25 04:32:25
AtmosphericPressure,1009.671,2025-04-25 04:32:25
Noise,69.53,2025-04-25 04:32:25
eTVOC,168,2025-04-25 04:32:25
eCO2,1494,2025-04-25 04:32:25
DiscomfortIndex,83.1,2025-04-25 04:32:25
HeatstrokeRiskLevel,28.09,2025-04-25 04:32:25
temperature,25.69,2025-04-25 04:32:26
Humidity,53.39,2025-04-25 04:32:26
Illuminance,267,2025-04-25 04:32:26
AtmosphericPressure,1009.671,2025-04-25 04:32:26
Noise,69.53,2025-04-25 04:32:26
eTVOC,168,2025-04-25 04:32:26
eCO2,1494,2025-04-25 04:32:26
DiscomfortIndex,83.1,2025-04-25 04:32:26
HeatstrokeRiskLevel,28.09,2025-04-25 04:32:26
temperature,25.69,2025-04-25 04:32:27
Humidity,53.39,2025-04-25 04:32:27
Illuminance,267,2025-04-25 04:32:27
AtmosphericPressure,1009.671,2025-04-25 04:32:27
Noise,69.53,2025-04-25 04:32:27
eTVOC,168,2025-04-25 04:32:27
eCO2,1494,2025-04-25 04:32:27
DiscomfortIndex,83.1,2025-04-25 04:32:27
HeatstrokeRiskLevel,28.09,2025-04-25 04:32:27
temperature,25.73,2025-04-25 04:32:28
Humidity,53.32,2025-04-25 04:32:28
Illuminance,267,2025-04-25 04:32:28
AtmosphericPressure,1009.67,2025-04-25 04:32:28
Noise,76.01,2025-04-25 04:32:28
eTVOC,165,2025-04-25 04:32:28
eCO2,1487,2025-04-25 04:32:28
DiscomfortIndex,83.13,2025-04-25 04:32:28
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:28
temperature,25.73,2025-04-25 04:32:29
Humidity,53.32,2025-04-25 04:32:29
Illuminance,267,2025-04-25 04:32:29
AtmosphericPressure,1009.67,2025-04-25 04:32:29
Noise,76.01,2025-04-25 04:32:29
eTVOC,165,2025-04-25 04:32:29
eCO2,1487,2025-04-25 04:32:29
DiscomfortIndex,83.13,2025-04-25 04:32:29
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:29
temperature,25.73,2025-04-25 04:32:30
Humidity,53.32,2025-04-25 04:32:30
Illuminance,267,2025-04-25 04:32:30
AtmosphericPressure,1009.67,2025-04-25 04:32:30
Noise,76.01,2025-04-25 04:32:30
eTVOC,165,2025-04-25 04:32:30
eCO2,1487,2025-04-25 04:32:30
DiscomfortIndex,83.13,2025-04-25 04:32:30
HeatstrokeRiskLevel,28.12,2025-04-25 04:32:30
temperature,25.73,2025-04-25 04:32:31
Humidity,53.34,2025-04-25 04:32:31
Illuminance,267,2025-04-25 04:32:31
AtmosphericPressure,1009.674,2025-04-25 04:32:31
Noise,68.31,2025-04-25 04:32:31
eTVOC,163,2025-04-25 04:32:31
eCO2,1474,2025-04-25 04:32:31
DiscomfortIndex,83.11,2025-04-25 04:32:31
HeatstrokeRiskLevel,28.1,2025-04-25 04:32:31
temperature,25.73,2025-04-25 04:32:32
Humidity,53.34,2025-04-25 04:32:32
Illuminance,267,2025-04-25 04:32:32
AtmosphericPressure,1009.674,2025-04-25 04:32:32
Noise,68.31,2025-04-25 04:32:32
eTVOC,163,2025-04-25 04:32:32
eCO2,1474,2025-04-25 04:32:32
DiscomfortIndex,83.11,2025-04-25 04:32:32
HeatstrokeRiskLevel,28.1,2025-04-25 04:32:32
temperature,25.73,2025-04-25 04:32:33
Humidity,53.34,2025-04-25 04:32:33
Illuminance,267,2025-04-25 04:32:33
AtmosphericPressure,1009.674,2025-04-25 04:32:33
Noise,68.31,2025-04-25 04:32:33
eTVOC,163,2025-04-25 04:32:33
eCO2,1474,2025-04-25 04:32:33
DiscomfortIndex,83.11,2025-04-25 04:32:33
HeatstrokeRiskLevel,28.1,2025-04-25 04:32:33
temperature,25.71,2025-04-25 04:32:34
Humidity,53.42,2025-04-25 04:32:34
Illuminance,267,2025-04-25 04:32:34
AtmosphericPressure,1009.672,2025-04-25 04:32:34
Noise,67.94,2025-04-25 04:32:34
eTVOC,165,2025-04-25 04:32:34
eCO2,1487,2025-04-25 04:32:34
DiscomfortIndex,83.1,2025-04-25 04:32:34
HeatstrokeRiskLevel,28.09,2025-04-25 04:32:34
temperature,25.71,2025-04-25 04:32:35
Humidity,53.42,2025-04-25 04:32:35
Illuminance,267,2025-04-25 04:32:35
AtmosphericPressure,1009.672,2025-04-25 04:32:35
Noise,67.94,2025-04-25 04:32:35
eTVOC,165,2025-04-25 04:32:35
eCO2,1487,2025-04-25 04:32:35
DiscomfortIndex,83.1,2025-04-25 04:32:35
HeatstrokeRiskLevel,28.09,2025-04-25 04:32:35
temperature,25.71,2025-04-25 04:32:36
Humidity,53.42,2025-04-25 04:32:36
Illuminance,267,2025-04-25 04:32:36
AtmosphericPressure,1009.672,2025-04-25 04:32:36
Noise,67.94,2025-04-25 04:32:36
eTVOC,165,2025-04-25 04:32:36
eCO2,1487,2025-04-25 04:32:36
DiscomfortIndex,83.1,2025-04-25 04:32:36
HeatstrokeRiskLevel,28.09,2025-04-25 04:32:36
temperature,25.68,2025-04-25 04:32:37
Humidity,53.49,2025-04-25 04:32:37
Illuminance,270,2025-04-25 04:32:37
AtmosphericPressure,1009.667,2025-04-25 04:32:37
Noise,76.27,2025-04-25 04:32:37
eTVOC,163,2025-04-25 04:32:37
eCO2,1474,2025-04-25 04:32:37
DiscomfortIndex,83.1,2025-04-25 04:32:37
HeatstrokeRiskLevel,28.09,2025-04-25 04:32:37
temperature,25.68,2025-04-25 04:32:38
Humidity,53.49,2025-04-25 04:32:38
Illuminance,270,2025-04-25 04:32:38
AtmosphericPressure,1009.667,2025-04-25 04:32:38
Noise,76.27,2025-04-25 04:32:38
eTVOC,163,2025-04-25 04:32:38
eCO2,1474,2025-04-25 04:32:38
DiscomfortIndex,83.1,2025-04-25 04:32:38
HeatstrokeRiskLevel,28.09,2025-04-25 04:32:38
temperature,25.68,2025-04-25 04:32:39
Humidity,53.49,2025-04-25 04:32:39
Illuminance,270,2025-04-25 04:32:39
AtmosphericPressure,1009.667,2025-04-25 04:32:39
Noise,76.27,2025-04-25 04:32:39
eTVOC,163,2025-04-25 04:32:39
eCO2,1474,2025-04-25 04:32:39
DiscomfortIndex,83.1,2025-04-25 04:32:39
HeatstrokeRiskLevel,28.09,2025-04-25 04:32:39
temperature,25.69,2025-04-25 04:32:40
Humidity,53.43,2025-04-25 04:32:40
Illuminance,267,2025-04-25 04:32:40
AtmosphericPressure,1009.668,2025-04-25 04:32:40
Noise,61.6,2025-04-25 04:32:40
eTVOC,163,2025-04-25 04:32:40
eCO2,1474,2025-04-25 04:32:40
DiscomfortIndex,83.12,2025-04-25 04:32:40
HeatstrokeRiskLevel,28.1,2025-04-25 04:32:40
temperature,25.69,2025-04-25 04:32:41
Humidity,53.43,2025-04-25 04:32:41
Illuminance,267,2025-04-25 04:32:41
AtmosphericPressure,1009.668,2025-04-25 04:32:41
Noise,61.6,2025-04-25 04:32:41
eTVOC,163,2025-04-25 04:32:41
eCO2,1474,2025-04-25 04:32:41
DiscomfortIndex,83.12,2025-04-25 04:32:41
HeatstrokeRiskLevel,28.1,2025-04-25 04:32:41
temperature,25.69,2025-04-25 04:32:42
Humidity,53.43,2025-04-25 04:32:42
Illuminance,267,2025-04-25 04:32:42
AtmosphericPressure,1009.668,2025-04-25 04:32:42
Noise,61.6,2025-04-25 04:32:42
eTVOC,163,2025-04-25 04:32:42
eCO2,1474,2025-04-25 04:32:42
DiscomfortIndex,83.12,2025-04-25 04:32:42
HeatstrokeRiskLevel,28.1,2025-04-25 04:32:42
temperature,25.71,2025-04-25 04:32:43
Humidity,53.37,2025-04-25 04:32:43
Illuminance,267,2025-04-25 04:32:43
AtmosphericPressure,1009.664,2025-04-25 04:32:43
Noise,60.22,2025-04-25 04:32:43
eTVOC,165,2025-04-25 04:32:43
eCO2,1487,2025-04-25 04:32:43
DiscomfortIndex,83.1,2025-04-25 04:32:43
HeatstrokeRiskLevel,28.09,2025-04-25 04:32:43
temperature,25.71,2025-04-25 04:32:44
Humidity,53.37,2025-04-25 04:32:44
Illuminance,267,2025-04-25 04:32:44
AtmosphericPressure,1009.664,2025-04-25 04:32:44
